 pickup_lat         | pickup_long
--------------------+----------------------
  40.73509216308594 |   -73.98886108398438
  40.73727035522461 |    -73.9887466430664
 40.784019470214844 |   -73.97975158691406
  40.80617904663086 |   -73.92535400390625
 40.744632720947266 |    -73.9952163696289
  40.75315475463867 |    -73.9952163696289
 40.731815338134766 |   -73.98978424072266
  40.73171615600586 |   -73.98235321044922
  40.71580123901367 |   -73.96166229248047
  40.77311706542969 |   -73.96039581298828
  40.71363067626953 |   -74.00890350341797
 40.722904205322266 |   -73.99470520019531
  40.74387741088867 |      -73.98876953125
  40.78287124633789 |   -73.95109558105469
 40.770957946777344 |    -73.9491195678711
   40.7476921081543 |    -73.9944076538086
  40.71746063232422 |    -73.9586181640625
 40.748538970947266 |   -73.99162292480469
 40.769569396972656 |   -73.98795318603516
  40.72016906738281 |   -73.98758697509766
  40.69313430786133 |   -73.94881439208984
  40.73179244995117 |   -74.00337219238281
 40.746978759765625 |   -73.98348999023438
  40.77407455444336 |   -73.87347412109375
  40.76817321777344 |   -73.95914459228516
  40.77938461303711 |   -73.95529174804688
 40.745033264160156 |   -73.99797821044922
  40.76738739013672 |   -73.92180633544922
  40.68440246582031 |   -73.97855377197266
 40.774757385253906 |         -73.95703125
 40.733001708984375 |   -74.00748443603516
 40.769683837890625 |   -73.98441314697266
  40.75568389892578 |   -73.97071838378906
  40.60569381713867 |    -73.9671401977539
  40.67655563354492 |   -73.96341705322266
  40.67716979980469 |   -73.98312377929688
  40.77561950683594 |   -73.98208618164062
  40.75761413574219 |   -73.96659851074219
  40.75889205932617 |   -73.91915130615234
  40.75672912597656 |   -73.97674560546875
  40.73623275756836 |    -74.0035629272461
  40.74995422363281 |   -73.99125671386719
  40.76176834106445 |   -73.99031829833984
  40.75408935546875 |    -73.9848861694336
  40.73599624633789 |   -73.97901153564453
  40.77042770385742 |   -73.95635986328125
   40.7435302734375 |   -74.00665283203125
 40.714176177978516 |   -73.98017883300781
  40.71134948730469 |   -73.94696807861328
  40.73999786376953 |   -73.99878692626953
  40.68104934692383 |   -73.99430084228516
 40.747222900390625 |   -73.98545837402344
 40.757137298583984 |   -73.97371673583984
  40.76096725463867 |   -73.99832916259766
    40.738037109375 |   -73.98091888427734
 40.764122009277344 |   -73.97283935546875
  40.74287414550781 |    -74.0076675415039
  40.73003387451172 |   -73.99260711669922
  40.78388595581055 |   -73.97964477539062
  40.76650619506836 |   -73.96707153320312
  40.75814437866211 |   -73.96280670166016
  40.77592849731445 |   -73.95844268798828
  40.77216339111328 |   -73.95598602294922
 40.749114990234375 |    -73.9994888305664
   40.7403678894043 |   -73.99806213378906
  40.74443054199219 |   -73.98543548583984
  40.77141571044922 |   -73.95641326904297
  40.80791473388672 |   -73.95298767089844
  40.76152038574219 |   -73.95008850097656
  40.70827865600586 |   -74.01124572753906
 40.753787994384766 |   -73.97549438476562
 40.720645904541016 |    -73.9437255859375
  40.74066162109375 |    -74.0024185180664
 40.766014099121094 |   -73.98335266113281
  40.78013610839844 |   -73.97916412353516
 40.756221771240234 |   -73.97423553466797
 40.794490814208984 |      -73.96630859375
  40.71487808227539 |   -73.95175170898438
  40.74428176879883 |   -74.00635528564453
  40.75304412841797 |   -73.98146057128906
  40.76483917236328 |   -73.81101989746094
(28771 rows)
  40.77938461303711 |   -73.95529174804688
 40.745033264160156 |   -73.99797821044922
  40.76738739013672 |   -73.92180633544922
  40.68440246582031 |   -73.97855377197266
 40.774757385253906 |         -73.95703125
 40.733001708984375 |   -74.00748443603516
 40.769683837890625 |   -73.98441314697266
  40.75568389892578 |   -73.97071838378906
  40.60569381713867 |    -73.9671401977539
  40.67655563354492 |   -73.96341705322266
  40.67716979980469 |   -73.98312377929688
  40.77561950683594 |   -73.98208618164062
  40.75761413574219 |   -73.96659851074219
  40.75889205932617 |   -73.91915130615234
  40.75672912597656 |   -73.97674560546875
  40.73623275756836 |    -74.0035629272461
  40.74995422363281 |   -73.99125671386719
  40.76176834106445 |   -73.99031829833984
  40.75408935546875 |    -73.9848861694336
  40.73599624633789 |   -73.97901153564453
  40.77042770385742 |   -73.95635986328125
   40.7435302734375 |   -74.00665283203125
 40.714176177978516 |   -73.98017883300781
  40.71134948730469 |   -73.94696807861328
  40.73999786376953 |   -73.99878692626953
  40.68104934692383 |   -73.99430084228516
 40.747222900390625 |   -73.98545837402344
 40.757137298583984 |   -73.97371673583984
  40.76096725463867 |   -73.99832916259766
    40.738037109375 |   -73.98091888427734
 40.764122009277344 |   -73.97283935546875
  40.74287414550781 |    -74.0076675415039
  40.73003387451172 |   -73.99260711669922
  40.78388595581055 |   -73.97964477539062
  40.76650619506836 |   -73.96707153320312
  40.75814437866211 |   -73.96280670166016
  40.77592849731445 |   -73.95844268798828
  40.77216339111328 |   -73.95598602294922
 40.749114990234375 |    -73.9994888305664
   40.7403678894043 |   -73.99806213378906
  40.74443054199219 |   -73.98543548583984
  40.77141571044922 |   -73.95641326904297
  40.80791473388672 |   -73.95298767089844
  40.76152038574219 |   -73.95008850097656
  40.70827865600586 |   -74.01124572753906
 40.753787994384766 |   -73.97549438476562
 40.720645904541016 |    -73.9437255859375
  40.74066162109375 |    -74.0024185180664
 40.766014099121094 |   -73.98335266113281
  40.78013610839844 |   -73.97916412353516
 40.756221771240234 |   -73.97423553466797
 40.794490814208984 |      -73.96630859375
  40.71487808227539 |   -73.95175170898438
  40.74428176879883 |   -74.00635528564453
  40.75304412841797 |   -73.98146057128906
  40.76483917236328 |   -73.81101989746094
(134234 rows)
